c,p,o,oLabel
http://www.wikidata.org/entity/Q23751000,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23751000,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23751352,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23751352,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23751414,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23751414,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23751461,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23751461,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23751498,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23751498,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23751702,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23751702,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23767768,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23767768,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q19836,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15706911,fictional object
http://www.wikidata.org/entity/Q73544,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q19095,Hawkeye
http://www.wikidata.org/entity/Q73544,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q73544,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14831768,mutate
http://www.wikidata.org/entity/Q73544,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q73544,http://www.wikidata.org/prop/direct/P451,http://www.wikidata.org/entity/Q79037,Spider-Man
http://www.wikidata.org/entity/Q73544,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q322646,Avengers
http://www.wikidata.org/entity/Q1369292,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q1369292,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q1369292,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q1369292,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q1369292,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q5446967,field agent
http://www.wikidata.org/entity/Q1369292,http://www.wikidata.org/prop/direct/P108,http://www.wikidata.org/entity/Q911971,S.H.I.E.L.D.
http://www.wikidata.org/entity/Q1369292,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q3052324,Hydra
http://www.wikidata.org/entity/Q1424480,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1094617,mutant
http://www.wikidata.org/entity/Q1424480,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1114461,comics character
http://www.wikidata.org/entity/Q1424480,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q1424480,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q1424480,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q322646,Avengers
http://www.wikidata.org/entity/Q1424480,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q911971,S.H.I.E.L.D.
http://www.wikidata.org/entity/Q1424480,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q1858350,Inhumans
http://www.wikidata.org/entity/Q1424480,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q840291,Magneto
http://www.wikidata.org/entity/Q2009899,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q881,Vietnam
http://www.wikidata.org/entity/Q2009899,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14831768,mutate
http://www.wikidata.org/entity/Q2009899,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q157195,waiter
http://www.wikidata.org/entity/Q2009899,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q14915751,prostitute
http://www.wikidata.org/entity/Q2009899,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q322646,Avengers
http://www.wikidata.org/entity/Q2473486,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1114461,comics character
http://www.wikidata.org/entity/Q2473486,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q2473486,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q2473486,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q717588,Thor
http://www.wikidata.org/entity/Q2790757,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q2487192,Iron Monger
http://www.wikidata.org/entity/Q2790757,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q2790757,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q2790757,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q1319624,The Order
http://www.wikidata.org/entity/Q2790757,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q180704,Iron Man
http://www.wikidata.org/entity/Q23750236,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23750236,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23750252,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23750252,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23750365,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23750365,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q18327510,fictional robot
http://www.wikidata.org/entity/Q23750365,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q25933185,artificial intelligence in fiction
http://www.wikidata.org/entity/Q23750514,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23750514,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23750514,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q901,scientist
http://www.wikidata.org/entity/Q23750547,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23750547,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23750571,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23750571,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23750808,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23750808,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23751000,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q112135896,Ten Rings
http://www.wikidata.org/entity/Q24046150,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24046150,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311261,Asgardian
http://www.wikidata.org/entity/Q24046153,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24046153,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311272,frost giant
http://www.wikidata.org/entity/Q24046153,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q24046118,Loki
http://www.wikidata.org/entity/Q24046153,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q24046102,Thor
http://www.wikidata.org/entity/Q24046153,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q24046126,Odin
http://www.wikidata.org/entity/Q24046160,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24046160,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311261,Asgardian
http://www.wikidata.org/entity/Q24049976,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24049976,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311261,Asgardian
http://www.wikidata.org/entity/Q24049985,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24049985,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311261,Asgardian
http://www.wikidata.org/entity/Q24049994,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q24049994,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24049994,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311261,Asgardian
http://www.wikidata.org/entity/Q24049999,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q24046126,Odin
http://www.wikidata.org/entity/Q24049999,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24049999,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311261,Asgardian
http://www.wikidata.org/entity/Q24049999,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q24046102,Thor
http://www.wikidata.org/entity/Q24049999,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q24046118,Loki
http://www.wikidata.org/entity/Q24049999,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q24050122,Hela
http://www.wikidata.org/entity/Q24050065,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q24050114,Ego
http://www.wikidata.org/entity/Q24050065,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/entity/Q65952811,Meredith Quill
http://www.wikidata.org/entity/Q24050065,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q24050065,http://www.wikidata.org/prop/direct/P451,http://www.wikidata.org/entity/Q24050072,Gamora
http://www.wikidata.org/entity/Q27101591,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q18327510,fictional robot
http://www.wikidata.org/entity/Q27101591,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q55740544,CGI character
http://www.wikidata.org/entity/Q27101591,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66481339,fictional artificial intelligence
http://www.wikidata.org/entity/Q27101792,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q106143110,Sokovia
http://www.wikidata.org/entity/Q27101792,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q7575652,speedster
http://www.wikidata.org/entity/Q27101792,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27101792,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27101792,http://www.wikidata.org/prop/direct/P3373,http://www.wikidata.org/entity/Q24022542,Wanda Maximoff
http://www.wikidata.org/entity/Q27132943,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q27132943,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q95074,character
http://www.wikidata.org/entity/Q27132943,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q27132943,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q7242746,Pride
http://www.wikidata.org/entity/Q27132943,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q2267760,Luke Cage
http://www.wikidata.org/entity/Q27147335,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27147335,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27147410,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27147410,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27237328,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27237328,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27468455,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q27468455,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27468455,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q27468455,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q186360,nurse
http://www.wikidata.org/entity/Q2893095,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q79250806,fictional document
http://www.wikidata.org/entity/Q3496918,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q108173489,J'son
http://www.wikidata.org/entity/Q3496918,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q3496918,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1114461,comics character
http://www.wikidata.org/entity/Q3496918,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q110625676,extraterrestrial–human hybrid in a work of fiction
http://www.wikidata.org/entity/Q3496918,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q743438,team leader
http://www.wikidata.org/entity/Q3496918,http://www.wikidata.org/prop/direct/P451,http://www.wikidata.org/entity/Q547306,Kitty Pryde
http://www.wikidata.org/entity/Q3496918,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q2545790,Guardians of the Galaxy
http://www.wikidata.org/entity/Q3496918,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q1772041,Ronan the Accuser
http://www.wikidata.org/entity/Q3496918,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q2276627,Thanos
http://www.wikidata.org/entity/Q3496918,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q108173489,J'son
http://www.wikidata.org/entity/Q3785970,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1858350,Inhumans
http://www.wikidata.org/entity/Q3785970,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q3785970,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q3052324,Hydra
http://www.wikidata.org/entity/Q4135325,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q4135325,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q4135325,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q752129,astrophysicist
http://www.wikidata.org/entity/Q4135325,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q1147326,Loki
http://www.wikidata.org/entity/Q4412856,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q24286894,fictional humanoid species
http://www.wikidata.org/entity/Q6483429,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1114461,comics character
http://www.wikidata.org/entity/Q6483429,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q6483429,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q6911845,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1114461,comics character
http://www.wikidata.org/entity/Q6911845,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q6911845,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24050065,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24050065,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24050072,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q64825451,Thanos
http://www.wikidata.org/entity/Q24050072,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24050072,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311293,Zehoberei
http://www.wikidata.org/entity/Q24050072,http://www.wikidata.org/prop/direct/P451,http://www.wikidata.org/entity/Q24050065,Peter Quill
http://www.wikidata.org/entity/Q24050072,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q2545790,Guardians of the Galaxy
http://www.wikidata.org/entity/Q24050072,http://www.wikidata.org/prop/direct/P3373,http://www.wikidata.org/entity/Q24050097,Nebula
http://www.wikidata.org/entity/Q24050079,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1307329,extraterrestrials in fiction
http://www.wikidata.org/entity/Q24050079,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24050079,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q28020127,fictional humanoid
http://www.wikidata.org/entity/Q24050083,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24050083,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q55740544,CGI character
http://www.wikidata.org/entity/Q24050083,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q111353943,anthropomorphic plant
http://www.wikidata.org/entity/Q24050083,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q2545790,Guardians of the Galaxy
http://www.wikidata.org/entity/Q24050088,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24050088,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q27680988,fictional raccoon
http://www.wikidata.org/entity/Q24050088,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q55740544,CGI character
http://www.wikidata.org/entity/Q24050088,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q621613,bounty hunter
http://www.wikidata.org/entity/Q24050093,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24050093,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311325,Centaurian
http://www.wikidata.org/entity/Q24050097,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q64825451,Thanos
http://www.wikidata.org/entity/Q24050097,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24050097,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311328,Luphomoid
http://www.wikidata.org/entity/Q24050097,http://www.wikidata.org/prop/direct/P3373,http://www.wikidata.org/entity/Q24050072,Gamora
http://www.wikidata.org/entity/Q24050108,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q24050114,Ego
http://www.wikidata.org/entity/Q24050108,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24050108,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q28020127,fictional humanoid
http://www.wikidata.org/entity/Q24050108,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q182263,empathy
http://www.wikidata.org/entity/Q24050112,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24050112,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311335,Xandarian
http://www.wikidata.org/entity/Q24050114,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q2775969,fictional planet
http://www.wikidata.org/entity/Q24050114,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24050114,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311333,Celestial
http://www.wikidata.org/entity/Q24050114,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q24050065,Peter Quill
http://www.wikidata.org/entity/Q24050114,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q24050108,Mantis
http://www.wikidata.org/entity/Q24050114,http://www.wikidata.org/prop/direct/P5800,http://www.wikidata.org/entity/Q245204,antagonist
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q55740544,CGI character
http://www.wikidata.org/entity/Q24050117,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q96239200,gamma mutate
http://www.wikidata.org/entity/Q24050122,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q24046126,Odin
http://www.wikidata.org/entity/Q24050122,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24050122,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311261,Asgardian
http://www.wikidata.org/entity/Q24050122,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q3683504,Conqueror
http://www.wikidata.org/entity/Q24050122,http://www.wikidata.org/prop/direct/P3373,http://www.wikidata.org/entity/Q24046102,Thor
http://www.wikidata.org/entity/Q24050122,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q24046102,Thor
http://www.wikidata.org/entity/Q24050133,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q24265423,Hank Pym
http://www.wikidata.org/entity/Q24050133,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/entity/Q27067914,Janet van Dyne
http://www.wikidata.org/entity/Q24050133,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q24050133,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24050133,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24050133,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q901,scientist
http://www.wikidata.org/entity/Q24068213,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24068213,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24068213,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q842782,detective
http://www.wikidata.org/entity/Q24068383,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24068383,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24068387,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q112135896,Ten Rings
http://www.wikidata.org/entity/Q24068387,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24068387,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24068391,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24068391,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q24068391,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24068391,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q23900364,Ivan Vanko
http://www.wikidata.org/entity/Q24068402,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24068402,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24068411,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24068411,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24073665,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24073665,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24073681,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24073681,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24073725,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
